Sales Document;Sales Document Item;PO;Purchase Order Date;Sold-To Party;Customer;Country;Ship to;Order Quantity;QTY not delivered;Material;Customer Material;Description;Open value;Document Currency;1. confirmed ship date;Current ship date;Information 'Current ship date';'# of Days moved;Incoterms;in transit without POD
29279427;100;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;6;6;2035-0010;;PETG BTL W/LINED CLSR,10ML,ST EM;644,40;EUR;26.10.2022;2023-08-09;;198;FCA;
29279427;120;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;11;11;2104-0016;;"'""BTL W/M HDPE;16OZ,50 EM""";883,30;EUR;04.05.2022;2022-05-25;;15;FCA;
29279427;220;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;132;132;2120-0010;;"'""BTL LRG W/M HDPE;1GAL,4L EM""";8.421,60;EUR;12.10.2022;2023-01-11;;63;FCA;
29279427;230;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1.055;207;2125-2000;;"BTL HEAVY DUTY HDPE;2000ML EM";19.809,90;EUR;02.02.2022;2023-01-13;;240;FCA;C
29279427;240;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;252;221;2250-0020;;"'""CRBY W/HNDLS AUTOCL PP;2 EM""";42.763,50;EUR;09.02.2022;;Due to unprecedented demand, we cannot provide you with an estimated shipping date at this stage.;140;FCA;C
29279427;260;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;99;3;312004-0032;;"'""BTL BULK W/CL AMBER HDPE;3 EU""";480,60;EUR;09.02.2022;2022-08-31;;140;FCA;C
29279427;331;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1.072;1.072;342020-2000;;"'""STER PETG MEDIA BTL.; 2000ML EU""";117.384,00;EUR;04.01.2023;2022-05-25;;154-;FCA;A
29279427;333;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1.072;1.072;342020-2000;;"'""STER PETG MEDIA BTL.; 2000ML EU""";117.384,00;EUR;30.06.2022;2022-06-30;;0;FCA;
29279427;334;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1.072;1.072;342020-2000;;"'""STER PETG MEDIA BTL.; 2000ML EU""";117.384,00;EUR;30.07.2022;2022-07-30;;0;FCA;
29279427;335;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1.072;1.072;342020-2000;;"'""STER PETG MEDIA BTL.; 2000ML EU""";117.384,00;EUR;07.09.2022;2022-08-30;;6-;FCA;
29279427;336;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1.072;1.072;342020-2000;;"'""STER PETG MEDIA BTL.; 2000ML EU""";117.384,00;EUR;05.10.2022;2022-10-05;;0;FCA;
29279427;337;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1.072;1.072;342020-2000;;"'""STER PETG MEDIA BTL.; 2000ML EU""";117.384,00;EUR;09.11.2022;2022-10-30;;6-;FCA;
29279427;338;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;905;905;342020-2000;;"'""STER PETG MEDIA BTL.; 2000ML EU""";99.097,50;EUR;07.12.2022;2022-12-21;;10;FCA;
29279427;350;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;165;165;342044-0650;;BTL,SQ,PET,650ML,W/OCLOS,STR]];16.929,00;EUR;28.12.2022;2022-07-20;;111-;FCA;
29279427;360;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;9.36;5.373;342044-1000;;BTL,SQ,PET,1000ML,W/OCLO,STER]];512.584,20;EUR;23.02.2022;2022-09-14;;140;FCA;C
29279427;380;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;148;76;342089-0002;;BOTTLE, N/M, HDPE,60ML,ST EU;18.893,60;EUR;23.03.2022;2022-07-20;;82;FCA;C
29279427;400;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;5.875;4.931;342089-0032;;BOTTLE,N/M,HDPE, 1000ML,STER= EU;225.371,35;EUR;09.02.2022;2023-03-08;;273;FCA;C
29279427;410;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;870;107;342151-0384;;CLOS,HDPE,38-430, BULK,STER== EU;7.768,20;EUR;09.02.2022;2022-10-05;;165;FCA;C
29279427;530;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;124;124;642002-1850;;15 ml HDPE BOTTLE - STERILE;36.865,20;EUR;25.05.2022;2022-09-28;;86;FCA;
29279427;540;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;32;32;642002-1851;;30 ml HDPE NM BOTTLE - STERILE;6.280,00;EUR;18.05.2022;2022-07-13;;38;FCA;
29279427;570;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;20;20;312006-9050;;"'""BTL BULK W/CLOS PP;1/2OZ 15M EU""";18.024,00;EUR;11.05.2022;2022-06-08;;18;FCA;
29279427;590;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;24;16;312006-9125;;"'""BTL BULK W/CL PP;1/8 OZ 3. EU""";15.206,40;EUR;09.03.2022;2022-05-18;;49;FCA;C
29279427;620;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;84;84;DS2168-0384;;"'""AUTOCLV SEPTUM CLSR; 38-430 EM""";1.243,20;EUR;13.07.2022;2022-07-27;;9;FCA;
29279427;640;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;252;182;2019-0125;;"SQ MEDIA BTL STRL PETG;125ML EM";19.874,40;EUR;08.03.2023;;Due to unprecedented demand, we cannot provide you with an estimated shipping date at this stage.;84-;FCA;C
29279427;650;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;127;127;322021-0125;;"'""SQ MEDIA BTL AMBER PETG;1 EU""";16.230,60;EUR;01.03.2023;2023-01-11;;35-;FCA;
29279427;670;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;46;46;342020-0060;;STER. PETG MEDIA BTL., 60ML EM;9.108,00;EUR;08.03.2023;2023-07-05;;81;FCA;
29279427;730;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;432;432;362015-1000;;BTL,SQ PC 1000ML,TRAY W/O CL;27.734,40;EUR;13.07.2022;2022-05-18;;38-;FCA;A
29279427;750;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;171;171;362015-0125;;BTL,SQ PC 125ML,TRAY W/O CL]];16.005,60;EUR;22.02.2023;2022-05-11;;199-;FCA;
29279427;760;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;399;399;312018-0250;;BOTTLE SQUARE EU;137.655,00;EUR;29.06.2022;2022-10-12;;73;FCA;
29279427;780;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;502;502;362015-0500;;BTL,SQ PC 500ML,TRAY W/O CL;39.156,00;EUR;21.12.2022;2023-09-13;;184;FCA;
29279427;790;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;13;13;342035-0010;;PETG BTL W/LINED CLSR,10ML,ST EU;6.091,80;EUR;11.05.2022;2023-02-15;;194;FCA;
29279427;810;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;342020-0125;;STER. PETG MEDIA BTL., 125ML EM;280,00;EUR;08.03.2023;2023-07-05;;81;FCA;
29279427;820;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;101;16;2199-0008;;"'""BTL IP2 W/M HDPE;250ML,8 EM""";1.944,00;EUR;09.02.2022;2022-08-17;;130;FCA;C
29279427;850;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;159;159;2019-0030;;"SQ MEDIA BTL STRL PETG;30ML EM";16.504,20;EUR;08.03.2023;;Due to unprecedented demand, we cannot provide you with an estimated shipping date at this stage.;161-;FCA;
29279427;870;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;155;23;2199-0016;;"'""BTL IP2 W/M HDPE;500ML,1 EM""";2.587,50;EUR;06.07.2022;2022-05-11;;38-;FCA;
29279427;880;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;14;14;342035-0005;;PETG BTL W/LINED CLSR, 5ML,ST EM;6.417,60;EUR;12.04.2023;2023-08-09;;81;FCA;
29279427;930;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;66;10;362008-0032;;BTL W/O CLSR,HDPE,10 EU;948,00;EUR;11.05.2022;2022-09-21;;91;FCA;C
29279427;1011;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;672;672;312104-0016;;"'""BTL BULK W/CLOS HDPE; 16 OZ EU""";139.507,20;EUR;18.05.2022;2022-08-17;;61;FCA;
29279427;1020;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;90;48;312189-0002;;"'""BTL PKG W/M HDPE;2OZ L/W EM""";22.780,80;EUR;27.04.2022;2022-12-21;;164;FCA;C
29279427;1030;PO-22-01580;02.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;17;17;312002-9025;;"'""BTL BULK W/CLOS HDPE; 1/4 OZ EM""";11.668,80;EUR;04.05.2022;2022-05-11;;5;FCA;
29280295;10;45718−OS−00548;08.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;7;7;170357N;;25mL Pipette Ind Wrapped Paper/Plastic;583,10;EUR;13.04.2022;2022-06-15;;42;FCA;
29280329;90;PO-22-01935;08.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;170369N;;50mL Pipette Individually Wrappd Plastic;114,00;EUR;16.03.2022;2022-06-01;;53;FCA;
29280337;10;80884426−O1−00548;08.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;342035-0010;;PETG BTL W/LINED CLSR,10ML,ST EU;468,60;EUR;19.04.2023;2023-08-09;;76;FCA;
29281020;10;PO-22-02128;11.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;342002-9025;;BOTTLE, NM, HDPE, 8ML, STERILE EU;370,80;EUR;27.04.2022;2022-07-13;;53;FCA;
29281027;10;80889946−O1−00548;11.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;4116-0250;;STRL DISP BFLD FLSK 250, VE EU;67,60;EUR;13.07.2022;2022-08-03;;14;FCA;
29282206;20;PO-22-02344;18.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;10;10;3465;;0,5mlScrwCapTube,Knrl,Skrt,Nat,ST,w/cap;5.094,00;EUR;08.06.2022;2022-08-03;;39;FCA;
29282727;10;80900531-O1-00548;22.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;4;156499;;EASY FLASK 75CM2 FLTRCAP STL;417,60;EUR;11.05.2022;2022-06-15;;23;FCA;
29282756;10;PO-22-02501;22.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;11100-0030;;"TANK CYL W/CV LLDPE;30 GAL";112,50;EUR;05.10.2022;;Due to unprecedented demand, we cannot provide you with an estimated shipping date at this stage.;88;FCA;
29282756;30;PO-22-02501;22.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;11100-0015;;"TANK CYL W/CV LLDPE;15 GAL";90,00;EUR;28.12.2022;2022-11-02;;39-;FCA;
29282882;10;80900695-O1-00548;22.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;262162;;U96 WELL BACTI PLATE;94,44;EUR;11.05.2022;2022-06-29;;33;FCA;
29283614;20;80905136−O1−00548;25.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;4;167008;;F96 WELL TC PLATE W/LID;281,60;EUR;18.05.2022;2022-06-01;;9;FCA;
29283614;30;80905136−O1−00548;25.02.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;262162;;U96 WELL BACTI PLATE;95,40;EUR;11.05.2022;2022-06-29;;33;FCA;
29284651;10;PO-22-02985;04.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;6;6;167008;;F96 WELL TC PLATE W/LID;422,40;EUR;18.05.2022;2022-06-01;;9;FCA;
29284651;60;PO-22-02985;04.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;94420318;;ClipTip 200, Filter Reload, 10x96/insert;86,13;EUR;25.05.2022;2022-05-11;;10-;FCA;
29285207;10;PO-22-03132;08.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;3;2;312085-0004;;"'""BTL PKG N/M AMBER HDPE;4OZ LW EU""";573,60;EUR;16.03.2022;2022-05-18;;44;FCA;C
29285207;20;PO-22-03132;08.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;4;312085-0004;;"'""BTL PKG N/M AMBER HDPE;4OZ LW EU""";1.147,20;EUR;25.05.2022;2022-05-18;;5-;FCA;
29286302;20;sample order;14.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;3;3;94410517;;ClipTip 300 Reload, 10x96/insert;0,00;EUR;25.05.2022;2022-05-18;;5-;DDP;
29286392;10;PO-22-03396;15.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;11;11;167008;;F96 WELL TC PLATE W/LID;768,35;EUR;01.06.2022;2022-06-08;;4;FCA;
29286398;10;PO-22-03400;15.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;3141-1006;;Centrifuge Btl SC PPCO 1000mL EM;732,00;EUR;13.07.2022;2022-08-03;;14;FCA;
29286398;20;PO-22-03400;15.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;12;12;010-1495;;Bottle PP 250mL Fiberlite PK/6;3.115,08;EUR;27.05.2022;2022-07-20;;37;FCA;
29286724;30;PO-22-03520;16.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;AVL099-061075;;Lid Assy, F9-6x1000LEX (LYNX);1.759,06;EUR;30.05.2022;2022-07-20;;36;FCA;
29286731;20;80943618−O1−00548;16.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;3;3;567-0020;;FLTR,A-PES,1L, 90MM,0.2 EM;391,05;EUR;27.04.2022;2022-05-11;;10;FCA;
29286839;10;PO-22-03562;16.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;342020-0250;;STER. PETG MEDIA BTL., 250ML EM;124,50;EUR;19.04.2023;2023-07-05;;52;FCA;
29287784;80;PO-22-03781;22.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;7;7;159934;;EASY FLASK 225CM2 FILTER STER;831,60;EUR;04.01.2023;2023-03-22;;55;FCA;
29287854;10;PO-22-03795;22.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;11100-0055;;"TANK CYL W/CV LLDPE;55 GAL";335,00;EUR;23.11.2022;2022-12-07;;10;FCA;
29288675;30;PO-22-03971;25.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;11100-0200;;"TANK CYL W/CV LLDPE;200 GAL";544,00;EUR;23.11.2022;2022-11-23;;0;FCA;
29288751;10;PO-22-03994;28.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;AB-0859;;0.8ml Storage Plate (50 Plates/Bag);131,40;EUR;22.06.2022;2022-07-20;;20;FCA;
29288756;10;80980183−O1−00548;28.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;7;7;94060317;;Finntip Flex 200, 20x96/refill kit;463,05;EUR;14.12.2022;2022-11-23;;15-;FCA;
29288760;10;PO-22-04002;28.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;5;5;3451;;ART NF 3451 TUBE 1.5 ML MCT;522,00;EUR;20.07.2022;2022-05-25;;38-;FCA;
29288760;30;PO-22-04002;28.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;8;1;AB-2800;;SuperPlate 96 Well LP Skirted;294,24;EUR;06.04.2022;2022-05-25;;34;FCA;C
29289714;30;PO-22-04261;31.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;15;15;DS2185-0008;;"'""BOTTLE AMBER WM HDPE;250ML EU""";1.089,00;EUR;19.10.2022;2022-05-11;;111-;FCA;
29289718;10;PO-22-04260;31.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;3;3;4116-0250;;STRL DISP BFLD FLSK 250, VE EU;202,80;EUR;08.06.2022;2022-08-03;;39;FCA;
29289718;20;PO-22-04260;31.03.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;7;7;4116-2000;;STRL DISP BFLD FLSK 2000, V EU;320,77;EUR;08.06.2022;2022-07-20;;30;FCA;
29290272;10;PO-22-04399;05.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;5;5;159910;;EASY FLASK 175CM2 FLTR STER;282,00;EUR;08.06.2022;2022-06-08;;0;FCA;
29290272;20;PO-22-04399;05.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;156499;;EASY FLASK 75CM2 FLTRCAP STL;211,20;EUR;25.05.2022;2022-07-13;;33;FCA;
29290272;30;PO-22-04399;05.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;159934;;EASY FLASK 225CM2 FILTER STER;237,60;EUR;18.01.2023;2023-03-22;;45;FCA;
29290277;40;PO-22-04396;05.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;4;159910;;EASY FLASK 175CM2 FLTR STER;223,44;EUR;08.06.2022;2022-06-08;;0;FCA;
29291446;10;PO-22-04713;12.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;39;39;94056520;;Finntip Flex Filter 100ul, 10x96/rack, s;2.983,50;EUR;25.05.2022;2022-06-15;;13;FCA;
29291446;20;PO-22-04713;12.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;132;132;94056580;;Finntip Flex Filter 300ul, 10x96/rack, s;10.098,00;EUR;25.05.2022;2022-06-15;;13;FCA;
29292380;10;PO-22-04993;19.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;32;32;642002-1851;;30 ml HDPE NM BOTTLE - STERILE;6.782,40;EUR;08.06.2022;2022-08-10;;44;FCA;
29292380;50;PO-22-04993;19.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;3;3;2105-0002;;"BTL W/M PP;2OZ,60ML EM";128,70;EUR;24.08.2022;2022-09-14;;15;FCA;
29292380;60;PO-22-04993;19.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;13;13;2004-9025;;BTL N/M AMB HDPE,1/4 OZ, EM;498,35;EUR;31.08.2022;2022-05-25;;66-;FCA;
29292380;90;PO-22-04993;19.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;30;24;010-1493;;Bottle PP 500mL Fiberlite PK/6;7.084,32;EUR;30.05.2022;2022-06-17;;13;FCA;C
29292380;100;PO-22-04993;19.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;4;4116-0250;;STRL DISP BFLD FLSK 250, VE EU;270,40;EUR;22.06.2022;2022-08-03;;29;FCA;
29293170;10;81034597−O1−00548;22.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;167008;;F96 WELL TC PLATE W/LID;139,70;EUR;03.08.2022;2022-06-22;;29-;FCA;
29293304;20;PO-22-05235;25.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;13;13;DS2185-0008;;"'""BOTTLE AMBER WM HDPE;250ML EU""";943,80;EUR;17.08.2022;2022-08-17;;0;FCA;
29293751;40;PO-22-05353;27.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;4;4;342821-1111;;CLSR,LOWPRO,AMB, PPCO,11MM,ST EU;231,84;EUR;10.08.2022;2022-08-10;;0;FCA;
29293751;50;PO-22-05353;27.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;AB-0812;;Abgene Clear Seal Diamond;85,50;EUR;22.06.2022;2022-06-22;;0;FCA;
29293826;10;81046794-O1-00548;27.04.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;567-0020;;FLTR,A-PES,1L, 90MM,0.2 EM;130,35;EUR;11.05.2022;2022-05-11;;0;FCA;
29294737;10;81061316 -O1-00548;03.05.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;39;39;2019-2000;;"BTL MEDIA STRL PETG;2000ML EM";4.212,00;EUR;08.02.2023;;Due to unprecedented demand, we cannot provide you with an estimated shipping date at this stage.;5;FCA;
29295049;20;PO-22-05742;05.05.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;2;2;AB-0626;;Adhesive PCR Foil;51,34;EUR;11.05.2022;2022-05-11;;0;FCA;
29295049;30;PO-22-05742;05.05.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;DS2327-0050;;FLUORO RECT. CRBY W/SPGT 20L EM;97,35;EUR;11.05.2022;2022-05-11;;0;FCA;
29295049;40;PO-22-05742;05.05.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;725-2520;;Syringe Filter, PES, 02um,25mm, Sterile;120,45;EUR;11.05.2022;2022-05-11;;0;FCA;
29295049;50;PO-22-05742;05.05.2022;557344;Thermo Fisher Scientific;LT;Thermo Fisher Scientific;1;1;156367;;EASYFLASK25CM2 FILTERCAP STL;125,40;EUR;05.10.2022;2022-10-05;;0;FCA;
